Age,Gender,Married,Education,ApplicantIncome,CoapplicantIncome,LoanAmount,Credit_History,Property_Area,Loan_Status
48,Female,Yes,Graduate,23871,19527,346722,1,Rural,1
32,Male,No,Graduate,21794,38009,408784,0,Rural,0
28,Male,No,Graduate,62193,39546,64328,1,Rural,1
48,Male,Yes,Graduate,95164,22813,226727,1,Urban,1
58,Female,Yes,Graduate,10504,2330,310590,1,Semiurban,1
51,Male,Yes,Not Graduate,81936,23308,327405,1,Rural,1
43,Female,Yes,Graduate,54407,39845,313908,0,Rural,0
27,Male,No,Graduate,45624,20593,194524,1,Urban,1
45,Male,Yes,Graduate,88662,2991,129930,1,Urban,1
56,Male,Yes,Graduate,30931,4030,228445,0,Urban,1
33,Female,Yes,Graduate,53574,10778,435654,1,Urban,1
32,Male,Yes,Graduate,23889,11725,379865,1,Semiurban,1
44,Female,Yes,Not Graduate,67483,32579,461694,1,Semiurban,1
27,Female,Yes,Graduate,90258,15252,479792,1,Urban,1
22,Male,Yes,Graduate,21453,31147,79668,1,Rural,1
47,Male,No,Graduate,39391,4642,96424,1,Urban,1
58,Male,Yes,Not Graduate,75541,7811,185631,1,Urban,1
23,Male,No,Not Graduate,94013,39240,173010,0,Rural,0
53,Female,No,Graduate,21933,11497,151132,1,Urban,1
23,Male,Yes,Graduate,83171,16333,449290,1,Semiurban,1
39,Female,Yes,Graduate,94785,18626,180986,1,Rural,1
56,Female,Yes,Graduate,14146,24729,330273,1,Semiurban,1
36,Female,Yes,Graduate,20806,27625,273581,0,Urban,0
43,Male,Yes,Graduate,57433,13086,367388,1,Urban,1
35,Female,No,Graduate,49540,39014,91816,1,Urban,1
33,Male,No,Graduate,72748,3721,466583,1,Semiurban,1
59,Female,No,Graduate,39624,14426,122304,1,Semiurban,1
55,Female,No,Graduate,98402,11179,103433,1,Rural,1
43,Female,Yes,Not Graduate,48859,25889,449917,1,Rural,1
53,Male,Yes,Graduate,70230,26329,101674,1,Semiurban,1
56,Female,Yes,Graduate,98485,26791,479250,0,Urban,1
30,Female,Yes,Graduate,80156,22388,301636,1,Urban,1
54,Female,No,Graduate,93248,6380,249002,1,Urban,1
42,Female,No,Graduate,12950,8006,65498,1,Rural,1
41,Male,Yes,Graduate,34761,32163,187563,0,Semiurban,1
57,Male,Yes,Graduate,42101,27492,334182,0,Semiurban,0
35,Female,No,Not Graduate,34415,14464,336256,1,Semiurban,1
39,Female,No,Graduate,86808,38694,440980,1,Urban,1
32,Female,Yes,Not Graduate,63380,21611,332240,0,Urban,0
35,Female,Yes,Graduate,68671,13411,67817,0,Semiurban,1
22,Male,No,Not Graduate,50594,8381,213355,0,Urban,1
36,Female,No,Graduate,41553,582,380239,1,Semiurban,1
46,Female,Yes,Graduate,25054,11087,499901,0,Rural,0
59,Male,Yes,Graduate,91436,26032,51012,1,Urban,1
35,Female,Yes,Graduate,92052,9696,105316,0,Urban,1
37,Male,Yes,Graduate,61948,2136,55993,1,Semiurban,1
41,Male,Yes,Graduate,47021,900,110031,1,Semiurban,1
52,Male,Yes,Graduate,65257,33208,398732,1,Urban,1
26,Female,No,Graduate,82013,39822,69527,0,Urban,1
43,Male,Yes,Not Graduate,68068,921,148864,1,Rural,1
40,Female,Yes,Not Graduate,53191,29106,389581,0,Urban,0
29,Male,Yes,Not Graduate,54891,38422,416036,0,Urban,0
27,Female,Yes,Graduate,84821,13114,269153,1,Rural,1
22,Male,Yes,Graduate,22702,25211,463087,1,Semiurban,1
57,Female,No,Graduate,15629,7249,283562,1,Urban,1
28,Male,Yes,Graduate,27950,6827,466691,1,Rural,1
35,Male,Yes,Graduate,76517,35218,307930,0,Semiurban,0
33,Male,Yes,Graduate,50727,37344,316518,1,Rural,1
34,Female,Yes,Not Graduate,65301,35587,152386,0,Rural,1
56,Female,Yes,Graduate,97704,13240,138560,0,Rural,1
48,Male,No,Not Graduate,33251,6214,321898,1,Urban,1
46,Male,No,Graduate,71248,33419,166939,1,Rural,1
22,Male,Yes,Graduate,42415,39045,73449,1,Urban,1
26,Male,Yes,Graduate,62121,23326,187065,1,Urban,1
41,Female,No,Graduate,10172,27991,201025,1,Semiurban,1
51,Female,No,Not Graduate,54443,31016,217914,0,Rural,0
34,Female,Yes,Graduate,52796,24442,255211,1,Rural,1
26,Male,Yes,Not Graduate,10362,27736,122945,1,Semiurban,1
41,Female,Yes,Graduate,68819,17277,150525,1,Rural,1
41,Female,No,Not Graduate,38224,14206,234169,1,Urban,1
29,Female,Yes,Graduate,60620,3277,380626,1,Urban,1
41,Female,Yes,Graduate,27001,27333,169210,1,Rural,1
23,Female,Yes,Graduate,23084,10243,363336,1,Urban,1
22,Male,Yes,Graduate,32219,27428,443230,1,Rural,1
38,Male,No,Graduate,18726,416,70199,1,Urban,1
44,Male,No,Graduate,44794,27434,130989,0,Urban,1
40,Male,Yes,Graduate,56843,4522,143587,1,Semiurban,1
39,Male,No,Graduate,28927,13725,89774,0,Urban,0
23,Male,Yes,Graduate,11197,24139,452530,1,Semiurban,1
49,Male,Yes,Graduate,19438,12277,355008,0,Rural,0
55,Female,No,Graduate,15721,16995,241813,1,Urban,1
42,Female,Yes,Graduate,85968,30565,232561,1,Semiurban,1
23,Female,Yes,Not Graduate,28400,22626,252799,1,Urban,1
51,Male,No,Graduate,90073,14619,97088,1,Urban,1
59,Female,Yes,Not Graduate,94554,37272,485992,1,Urban,1
53,Female,Yes,Graduate,18111,10235,248415,1,Rural,1
58,Male,Yes,Graduate,99822,20142,475514,1,Urban,1
23,Male,Yes,Graduate,31837,21626,430100,1,Rural,1
30,Female,Yes,Graduate,26851,38647,404962,1,Rural,1
27,Female,Yes,Not Graduate,35811,28543,282964,1,Semiurban,1
30,Female,No,Graduate,76421,8184,90761,1,Urban,1
47,Male,Yes,Graduate,87563,34234,182208,0,Rural,1
39,Female,Yes,Graduate,44818,18500,145832,0,Urban,1
39,Male,Yes,Not Graduate,28979,3332,84740,1,Rural,1
26,Female,Yes,Graduate,16514,28225,451981,0,Semiurban,0
45,Male,Yes,Not Graduate,63422,24509,300866,1,Semiurban,1
56,Female,Yes,Not Graduate,32451,18143,385297,0,Urban,0
25,Male,No,Graduate,11860,33519,424414,1,Urban,1
53,Male,Yes,Not Graduate,47466,4332,258287,1,Rural,1
24,Female,Yes,Graduate,31370,35044,350772,0,Rural,0
59,Female,Yes,Not Graduate,46327,17126,382624,0,Urban,0
41,Female,No,Graduate,84784,36061,394897,0,Semiurban,0
56,Male,Yes,Graduate,75567,23709,413267,0,Semiurban,0
52,Female,No,Not Graduate,31356,12695,119774,1,Urban,1
31,Female,Yes,Graduate,88004,18418,219333,1,Urban,1
44,Female,No,Graduate,82937,20331,259255,1,Semiurban,1
27,Female,No,Not Graduate,77568,19109,269972,1,Urban,1
25,Male,Yes,Graduate,12444,11856,300213,1,Semiurban,1
51,Male,No,Graduate,80511,24488,422057,1,Rural,1
40,Female,No,Graduate,14637,3498,427366,1,Urban,1
56,Female,Yes,Not Graduate,94925,26450,351952,1,Rural,1
40,Male,Yes,Graduate,64981,12742,423138,1,Rural,1
52,Male,Yes,Graduate,95024,32691,493559,0,Urban,1
28,Female,Yes,Graduate,35775,39376,227192,1,Urban,1
21,Male,Yes,Graduate,69980,14220,226752,1,Rural,1
41,Female,No,Graduate,14840,15253,86768,0,Semiurban,0
29,Female,Yes,Graduate,83281,32912,122381,0,Urban,1
58,Female,Yes,Graduate,24314,24879,124434,1,Urban,1
46,Female,Yes,Not Graduate,50812,32974,350014,1,Rural,1
22,Male,Yes,Not Graduate,71248,19276,182567,1,Rural,1
53,Female,Yes,Graduate,82171,17912,180242,1,Semiurban,1
48,Male,Yes,Graduate,64974,14295,375994,1,Semiurban,1
45,Female,Yes,Graduate,38890,14998,462520,1,Rural,1
35,Female,Yes,Graduate,26062,27134,58350,1,Semiurban,1
31,Female,Yes,Graduate,63005,39526,365049,1,Urban,1
59,Male,No,Graduate,33199,17112,313698,1,Urban,1
29,Female,Yes,Graduate,37393,33381,443196,1,Urban,1
31,Female,No,Not Graduate,23945,24067,134033,1,Urban,1
34,Male,Yes,Graduate,94522,22720,226210,1,Urban,1
45,Male,Yes,Graduate,98794,35717,394170,0,Semiurban,0
57,Female,Yes,Graduate,47139,21523,435617,0,Urban,1
40,Male,Yes,Graduate,28939,14649,131732,0,Semiurban,0
51,Female,Yes,Graduate,74484,20016,109230,1,Urban,1
59,Male,Yes,Not Graduate,79155,32431,330248,0,Urban,0
52,Female,No,Graduate,92512,36010,204735,1,Rural,1
21,Male,Yes,Graduate,15575,22552,79228,1,Urban,1
34,Male,Yes,Not Graduate,45479,8336,108320,1,Rural,1
29,Female,Yes,Graduate,43680,29497,412796,0,Rural,0
39,Male,No,Graduate,22934,17079,115619,1,Semiurban,1
24,Female,No,Graduate,67970,19234,231653,1,Urban,1
36,Female,Yes,Graduate,48416,35292,413093,1,Rural,1
29,Male,Yes,Graduate,50975,39197,448715,1,Semiurban,1
34,Female,Yes,Not Graduate,23417,33912,192473,1,Urban,1
58,Female,Yes,Graduate,29345,23792,151209,0,Semiurban,0
41,Female,Yes,Graduate,48563,15961,430662,1,Urban,1
51,Male,Yes,Graduate,46686,11390,104750,1,Rural,1
35,Female,No,Graduate,50200,33990,182859,0,Rural,1
24,Female,Yes,Not Graduate,49309,27359,486354,1,Urban,1
43,Female,Yes,Graduate,71424,11983,308915,1,Urban,1
59,Female,No,Graduate,87318,38149,354974,1,Semiurban,1
53,Male,Yes,Graduate,65277,3282,180838,0,Urban,1
56,Male,Yes,Not Graduate,62116,28950,329912,1,Semiurban,1
34,Male,Yes,Graduate,90664,15778,171671,1,Semiurban,1
45,Male,Yes,Graduate,11681,23410,460774,0,Semiurban,0
56,Female,No,Graduate,68864,6746,225720,1,Rural,1
56,Male,Yes,Not Graduate,24849,23262,362637,0,Urban,0
39,Female,No,Graduate,36217,30033,103376,1,Urban,1
51,Male,Yes,Not Graduate,11274,16778,367832,1,Rural,0
28,Female,Yes,Not Graduate,75145,5625,452999,1,Semiurban,1
49,Male,Yes,Graduate,89810,7373,74333,1,Urban,1
30,Male,No,Not Graduate,65546,24940,138312,1,Semiurban,1
39,Female,Yes,Graduate,82397,25766,97185,1,Urban,1
31,Female,Yes,Not Graduate,88377,21848,71273,0,Urban,1
53,Female,Yes,Not Graduate,74175,15433,360931,1,Rural,1
54,Female,No,Graduate,83262,19181,401726,0,Urban,0
51,Female,Yes,Graduate,39950,4049,306761,1,Semiurban,1
25,Male,Yes,Not Graduate,50407,32825,84258,0,Urban,1
52,Female,No,Graduate,39334,17165,191312,1,Semiurban,1
57,Male,Yes,Graduate,79970,28233,218026,1,Rural,1
22,Male,No,Not Graduate,99140,3365,460463,1,Urban,1
40,Male,Yes,Graduate,65270,32702,157816,0,Rural,1
32,Male,No,Graduate,41722,1997,437114,1,Urban,1
40,Male,Yes,Graduate,41073,20671,457178,1,Urban,1
37,Male,Yes,Graduate,84176,35393,72125,1,Semiurban,1
48,Male,Yes,Graduate,97883,32233,125791,1,Urban,1
50,Male,Yes,Not Graduate,10971,37452,382808,1,Semiurban,0
21,Male,Yes,Graduate,70352,16657,140678,1,Rural,1
52,Female,Yes,Graduate,28607,35367,150111,1,Rural,1
35,Male,Yes,Graduate,59183,8892,81076,1,Rural,1
44,Female,Yes,Graduate,11811,1462,165587,1,Urban,1
41,Female,Yes,Graduate,30251,7262,301390,1,Urban,1
43,Female,No,Graduate,40233,2327,99011,1,Urban,1
37,Female,No,Graduate,22867,38020,56365,1,Urban,1
24,Female,No,Graduate,90671,12215,144164,1,Semiurban,1
40,Female,Yes,Graduate,25143,33515,106984,1,Urban,1
59,Male,Yes,Graduate,18499,16981,310228,1,Urban,1
50,Male,Yes,Graduate,73135,9735,461215,1,Rural,1
25,Female,No,Graduate,53461,8784,101733,1,Urban,1
23,Female,Yes,Graduate,39105,7923,72236,1,Urban,1
38,Female,Yes,Not Graduate,37606,18824,340292,1,Rural,1
47,Male,Yes,Graduate,25757,22284,278885,1,Rural,1
27,Male,No,Graduate,35204,4741,64460,1,Urban,1
31,Male,Yes,Graduate,37385,32799,175671,0,Rural,1
53,Female,Yes,Graduate,36729,1107,475112,1,Rural,1
31,Male,Yes,Graduate,66667,24483,213141,1,Semiurban,1
53,Female,Yes,Graduate,22297,10170,277017,1,Urban,1
39,Male,Yes,Graduate,73154,1920,372917,1,Urban,1
55,Female,No,Not Graduate,16268,5928,227638,0,Semiurban,0
47,Male,Yes,Graduate,93793,26922,148533,1,Semiurban,1
42,Male,No,Not Graduate,84517,39649,84629,1,Semiurban,1
30,Male,Yes,Not Graduate,42900,10610,168204,1,Semiurban,1
31,Male,Yes,Graduate,86521,2001,414366,1,Urban,1
45,Male,No,Graduate,94270,16529,433399,1,Rural,1
39,Male,Yes,Graduate,99697,30924,353374,1,Semiurban,1
30,Female,Yes,Not Graduate,61706,37093,112557,1,Rural,1
46,Female,Yes,Not Graduate,90536,39495,387108,1,Urban,1
25,Female,Yes,Graduate,27468,39621,490092,0,Urban,0
37,Female,Yes,Graduate,92065,33160,420679,1,Urban,1
22,Female,Yes,Graduate,46328,30319,216376,1,Urban,1
58,Male,No,Graduate,65467,6601,270727,0,Semiurban,0
31,Female,No,Graduate,71937,32543,468353,0,Rural,0
21,Male,Yes,Graduate,62962,34502,267669,1,Rural,1
59,Female,Yes,Graduate,28594,12115,466357,1,Rural,1
30,Male,Yes,Graduate,26210,14808,221049,1,Semiurban,1
45,Female,Yes,Graduate,28695,30478,164486,1,Semiurban,1
41,Female,Yes,Graduate,75496,7804,407086,1,Semiurban,1
37,Female,Yes,Graduate,32711,38634,147586,0,Rural,1
39,Female,Yes,Not Graduate,37761,7637,480197,1,Urban,1
49,Male,Yes,Graduate,29791,24287,138596,1,Semiurban,1
51,Female,Yes,Graduate,41286,26432,161338,1,Semiurban,1
32,Female,Yes,Graduate,10319,32053,384249,1,Semiurban,1
35,Male,Yes,Graduate,35841,32552,53535,1,Urban,1
55,Female,No,Graduate,14242,25140,460320,1,Rural,0
42,Female,Yes,Graduate,96290,10362,221144,1,Semiurban,1
40,Male,Yes,Not Graduate,77702,28588,110796,1,Rural,1
25,Female,Yes,Not Graduate,53995,382,270876,1,Urban,1
46,Female,Yes,Graduate,83118,27312,499032,1,Urban,1
35,Male,Yes,Not Graduate,51155,38561,333107,0,Rural,0
55,Female,Yes,Not Graduate,63504,22885,310652,1,Urban,1
41,Male,Yes,Not Graduate,75110,5524,297439,1,Rural,1
27,Male,Yes,Graduate,19198,33691,222693,0,Urban,1
35,Female,Yes,Graduate,61335,11419,344805,1,Urban,1
54,Female,No,Graduate,48719,10908,236972,0,Semiurban,1
40,Male,Yes,Graduate,38033,31745,274812,1,Semiurban,1
29,Male,No,Graduate,71392,26004,318077,1,Urban,1
48,Male,Yes,Graduate,49468,12725,317631,0,Semiurban,0
24,Female,Yes,Graduate,54575,984,106568,1,Urban,1
54,Female,Yes,Graduate,86935,26474,427225,0,Rural,0
49,Female,Yes,Graduate,57685,23598,261280,1,Urban,1
51,Male,No,Graduate,23344,25446,453079,1,Semiurban,0
58,Male,Yes,Graduate,81319,12594,208137,0,Rural,1
23,Female,No,Graduate,40868,29918,79980,1,Rural,1
58,Female,No,Graduate,21655,22984,462067,1,Semiurban,0
55,Male,Yes,Graduate,54432,15210,319845,0,Semiurban,0
40,Male,No,Graduate,25452,952,145212,1,Urban,1
21,Female,Yes,Graduate,88935,19246,399528,1,Rural,1
46,Female,Yes,Not Graduate,40065,22113,153316,1,Rural,1
48,Female,Yes,Not Graduate,46113,31276,430668,1,Rural,1
45,Male,Yes,Graduate,45814,11201,123476,1,Semiurban,1
27,Male,Yes,Graduate,78628,27228,102035,1,Urban,1
51,Male,Yes,Graduate,52974,14139,357491,1,Semiurban,1
53,Female,Yes,Not Graduate,79358,27908,95863,0,Urban,1
40,Male,No,Graduate,15993,26505,436202,1,Rural,0
26,Male,Yes,Graduate,77557,21641,94991,1,Semiurban,1
38,Male,No,Graduate,20726,35190,291476,1,Semiurban,0
38,Female,Yes,Not Graduate,16332,14223,97749,1,Semiurban,1
34,Female,No,Graduate,24333,4325,311191,0,Semiurban,0
23,Male,Yes,Graduate,84576,7794,256600,1,Rural,1
28,Male,Yes,Graduate,89384,22420,457139,1,Semiurban,1
56,Male,Yes,Graduate,27350,27449,51040,0,Semiurban,0
56,Female,Yes,Graduate,65201,26316,433545,1,Semiurban,1
30,Female,No,Not Graduate,28559,39373,202335,1,Urban,1
27,Female,No,Graduate,21597,25496,203864,1,Urban,1
34,Male,No,Graduate,73996,32606,187224,1,Semiurban,1
25,Male,Yes,Graduate,14096,9558,397732,1,Rural,1
23,Male,Yes,Graduate,23624,36522,111518,1,Rural,1
26,Female,No,Graduate,96359,9872,239333,1,Urban,1
54,Female,No,Graduate,67077,15469,457636,1,Urban,1
37,Female,Yes,Graduate,41892,3977,442273,1,Semiurban,1
25,Female,No,Graduate,18997,20346,210469,1,Semiurban,1
42,Male,No,Graduate,77724,18546,144451,1,Urban,1
40,Female,Yes,Not Graduate,87266,33884,159259,0,Urban,1
35,Female,No,Not Graduate,15196,18423,61200,1,Urban,1
46,Female,No,Not Graduate,63230,38375,314100,1,Rural,1
38,Female,No,Graduate,60064,24522,344579,1,Rural,1
24,Female,Yes,Graduate,65250,18845,428711,0,Rural,0
22,Male,Yes,Not Graduate,92520,7448,455764,1,Semiurban,1
23,Female,Yes,Not Graduate,74472,24544,477587,1,Rural,1
32,Female,Yes,Graduate,65219,32711,146524,1,Urban,1
54,Female,No,Graduate,81874,313,94336,1,Semiurban,1
50,Female,Yes,Not Graduate,22349,33912,299173,0,Semiurban,0
41,Male,Yes,Not Graduate,80347,10164,418140,0,Urban,0
43,Male,No,Not Graduate,21207,24097,437772,1,Rural,0
55,Female,No,Graduate,79949,2058,318398,1,Urban,1
23,Male,Yes,Graduate,24749,21183,298951,1,Rural,1
29,Female,No,Graduate,85845,13276,130924,1,Semiurban,1
39,Female,Yes,Not Graduate,62278,36033,382825,1,Urban,1
44,Female,Yes,Graduate,27635,2753,59132,1,Rural,1
38,Female,No,Graduate,69154,3888,189326,1,Semiurban,1
31,Female,No,Graduate,95936,18410,403260,0,Rural,0
46,Female,Yes,Not Graduate,77808,6437,122860,1,Semiurban,1
34,Female,Yes,Not Graduate,50020,22619,499319,1,Urban,1
21,Female,Yes,Graduate,56052,10312,102437,1,Rural,1
56,Male,Yes,Graduate,15758,11269,117576,1,Urban,1
39,Female,Yes,Not Graduate,56438,33527,397080,1,Urban,1
30,Male,No,Graduate,51681,19470,285627,1,Rural,1
44,Female,Yes,Graduate,38838,3182,282860,1,Rural,1
28,Female,Yes,Not Graduate,55682,34603,339537,1,Semiurban,1
59,Female,No,Graduate,22821,18680,238247,0,Rural,0
56,Female,Yes,Not Graduate,61545,12594,195510,1,Urban,1
41,Male,Yes,Graduate,40260,2769,216077,0,Rural,1
45,Female,Yes,Graduate,20438,25528,376607,1,Urban,1
25,Male,Yes,Graduate,88253,2338,322367,0,Semiurban,0
39,Male,No,Not Graduate,92219,27691,405550,0,Semiurban,0
50,Female,Yes,Graduate,49325,7768,225486,1,Urban,1
40,Female,No,Graduate,62249,35875,408940,0,Semiurban,0
53,Male,Yes,Graduate,24439,29623,58730,1,Rural,1
55,Male,No,Not Graduate,56014,15221,95637,1,Semiurban,1
21,Female,Yes,Graduate,54919,30617,351021,1,Rural,1
38,Female,Yes,Graduate,25556,21325,326183,1,Urban,1
54,Female,Yes,Graduate,65729,10970,208467,1,Urban,1
55,Female,Yes,Graduate,87940,26512,406447,0,Urban,1
57,Female,No,Not Graduate,73409,5550,229538,1,Semiurban,1
51,Female,Yes,Not Graduate,95445,18234,252825,1,Rural,1
22,Female,Yes,Not Graduate,35023,23931,260111,1,Urban,1
58,Male,Yes,Not Graduate,69204,17481,356060,1,Urban,1
53,Female,Yes,Graduate,71204,37758,55107,0,Urban,1
52,Female,Yes,Not Graduate,11000,15393,348260,0,Semiurban,0
27,Female,No,Graduate,41888,33264,67351,1,Urban,1
59,Male,Yes,Not Graduate,85092,35464,62426,1,Semiurban,1
35,Female,Yes,Graduate,95458,11742,465645,1,Semiurban,1
24,Female,Yes,Graduate,10140,11965,375712,1,Semiurban,1
42,Male,No,Graduate,24608,19623,228275,1,Rural,1
58,Male,Yes,Not Graduate,76650,16313,114660,1,Semiurban,1
50,Female,Yes,Graduate,82939,16624,486651,1,Rural,1
45,Male,Yes,Graduate,93002,30452,396339,1,Urban,1
54,Male,Yes,Graduate,47236,3740,470611,1,Semiurban,1
58,Male,Yes,Graduate,56601,7625,355171,1,Urban,1
59,Male,No,Graduate,75949,28852,296736,1,Urban,1
31,Male,Yes,Not Graduate,91135,20652,336534,0,Rural,0
27,Male,Yes,Not Graduate,18918,27488,153135,1,Rural,1
41,Female,No,Graduate,62633,18784,344368,1,Rural,1
21,Male,Yes,Graduate,40127,28632,153929,0,Rural,1
23,Female,Yes,Graduate,88098,35836,429610,1,Semiurban,1
21,Female,No,Graduate,50724,9918,169191,1,Rural,1
29,Male,No,Not Graduate,95399,26181,347124,1,Urban,1
53,Female,Yes,Graduate,98410,10040,171278,1,Urban,1
41,Female,Yes,Graduate,47358,31335,251562,1,Rural,1
28,Female,Yes,Graduate,55662,5551,338965,1,Urban,1
44,Male,Yes,Graduate,19152,8768,470842,1,Urban,1
52,Male,Yes,Graduate,90140,7113,247679,1,Rural,1
28,Male,Yes,Graduate,22333,38950,260761,1,Semiurban,1
46,Female,Yes,Graduate,48545,23776,301654,1,Urban,1
47,Female,Yes,Graduate,93684,33961,476135,1,Urban,1
23,Male,Yes,Graduate,44469,29544,363731,1,Urban,1
29,Male,No,Graduate,44040,2497,211069,1,Semiurban,1
57,Female,Yes,Not Graduate,27952,30373,244746,1,Semiurban,1
42,Female,No,Not Graduate,57852,7707,342973,1,Rural,1
34,Female,Yes,Graduate,61349,13602,71462,1,Urban,1
22,Female,Yes,Graduate,47731,24478,390326,0,Urban,1
21,Female,Yes,Graduate,71471,7919,454756,1,Semiurban,1
58,Female,No,Not Graduate,22272,7104,60895,1,Rural,1
26,Female,Yes,Graduate,75247,22085,430289,0,Semiurban,0
21,Female,Yes,Graduate,19029,20587,60782,1,Urban,1
39,Male,Yes,Not Graduate,24362,28797,411441,1,Rural,0
36,Male,Yes,Not Graduate,20079,23333,143492,0,Urban,0
37,Male,Yes,Graduate,81037,30303,94777,1,Rural,1
30,Male,Yes,Graduate,68134,39918,205810,1,Urban,1
29,Female,No,Not Graduate,96212,11568,64270,1,Semiurban,1
41,Male,No,Graduate,87621,6864,410106,1,Urban,1
48,Male,Yes,Graduate,46727,9264,119906,1,Semiurban,1
50,Male,Yes,Graduate,86505,37290,387620,0,Semiurban,0
43,Female,Yes,Graduate,39741,19313,111828,1,Urban,1
43,Female,Yes,Graduate,27360,15464,311476,1,Urban,1
32,Female,Yes,Graduate,84696,4966,303655,1,Rural,1
40,Female,Yes,Not Graduate,32066,8536,220015,1,Rural,1
47,Female,Yes,Graduate,90491,36118,135119,1,Rural,1
56,Female,No,Graduate,86865,18397,51544,1,Rural,1
59,Female,Yes,Graduate,41698,25754,343737,1,Rural,1
34,Male,Yes,Not Graduate,19295,33533,456387,1,Semiurban,0
57,Female,Yes,Graduate,74804,21553,384251,1,Urban,1
42,Female,Yes,Not Graduate,64798,20397,101321,1,Semiurban,1
46,Male,Yes,Graduate,61896,29325,174180,0,Urban,1
40,Male,Yes,Graduate,39030,6162,119998,1,Semiurban,1
58,Female,Yes,Graduate,23760,4523,473682,1,Urban,1
24,Male,Yes,Not Graduate,22472,39230,139224,1,Semiurban,1
56,Male,Yes,Graduate,53172,6604,400037,0,Rural,0
42,Female,Yes,Graduate,44745,23818,411915,1,Urban,1
59,Male,Yes,Graduate,65319,33358,181442,1,Urban,1
37,Male,No,Graduate,13773,13054,135034,1,Urban,1
56,Male,Yes,Not Graduate,47510,8129,272890,1,Rural,1
44,Male,Yes,Graduate,31878,20526,239045,1,Rural,1
54,Male,No,Not Graduate,72054,543,450348,1,Semiurban,1
48,Female,Yes,Graduate,76612,25652,372942,0,Rural,0
36,Male,Yes,Graduate,84932,31753,363663,1,Rural,1
42,Male,Yes,Not Graduate,39594,7632,118096,0,Urban,1
28,Male,Yes,Graduate,84994,6229,100059,1,Rural,1
23,Female,Yes,Graduate,50991,28130,60903,1,Semiurban,1
48,Female,Yes,Graduate,13479,15532,288490,0,Urban,0
38,Male,No,Graduate,36283,26806,474031,0,Urban,0
28,Female,Yes,Graduate,36572,132,87317,0,Rural,1
57,Male,No,Graduate,50862,24505,78276,0,Semiurban,1
31,Male,No,Graduate,58839,5250,121981,0,Urban,1
30,Male,Yes,Not Graduate,69820,29369,72662,1,Urban,1
53,Male,Yes,Graduate,97187,33159,297505,1,Urban,1
29,Male,Yes,Graduate,94367,1458,87458,1,Semiurban,1
28,Male,No,Not Graduate,50274,2544,80042,0,Semiurban,0
51,Female,No,Graduate,63159,1851,209367,1,Rural,1
38,Male,Yes,Graduate,89478,29737,186196,1,Urban,1
53,Female,Yes,Graduate,16764,1361,253388,1,Urban,1
23,Male,No,Graduate,33005,3326,157332,1,Urban,1
50,Female,Yes,Not Graduate,68221,30540,184234,1,Urban,1
32,Female,No,Graduate,95067,233,273675,0,Urban,0
49,Female,No,Graduate,40024,6419,67995,1,Urban,1
59,Female,Yes,Not Graduate,46310,22797,427365,1,Rural,1
25,Male,Yes,Graduate,30240,5856,262216,1,Urban,1
37,Male,Yes,Graduate,15105,21486,493121,1,Rural,1
21,Male,No,Graduate,64400,127,459611,1,Rural,1
58,Male,No,Graduate,38288,18846,133210,1,Urban,1
39,Male,No,Graduate,57687,1391,163788,0,Urban,1
25,Female,Yes,Graduate,16021,30925,312650,1,Rural,1
25,Female,Yes,Graduate,21360,21841,168904,0,Semiurban,0
29,Male,Yes,Graduate,55915,5455,488974,1,Urban,1
27,Female,No,Graduate,28683,1158,80835,1,Semiurban,1
45,Female,Yes,Graduate,56178,22440,132402,1,Semiurban,1
21,Male,Yes,Graduate,13033,18430,390141,1,Urban,1
46,Female,Yes,Not Graduate,12918,10188,303624,1,Semiurban,0
25,Male,No,Graduate,26802,27017,278651,0,Urban,0
49,Male,Yes,Graduate,63917,7229,453916,1,Rural,1
43,Male,Yes,Graduate,10066,23931,446769,1,Urban,1
43,Female,No,Graduate,19915,4223,256846,1,Rural,0
51,Female,Yes,Not Graduate,32105,37668,127084,1,Urban,1
41,Male,Yes,Graduate,75236,35662,400368,1,Rural,1
32,Female,Yes,Not Graduate,88050,12212,372240,1,Semiurban,1
39,Male,Yes,Not Graduate,22402,11288,480347,1,Rural,0
50,Female,No,Graduate,62004,13750,459482,1,Rural,1
32,Female,No,Graduate,86186,29708,167224,1,Semiurban,1
40,Male,Yes,Not Graduate,93373,13320,293498,1,Semiurban,1
49,Female,Yes,Not Graduate,39463,12689,80977,1,Urban,1
45,Male,Yes,Graduate,60627,25336,229054,1,Rural,1
33,Male,No,Graduate,50778,31007,408769,1,Rural,1
26,Female,Yes,Not Graduate,18594,17779,134019,0,Urban,0
57,Female,No,Not Graduate,78011,39538,355018,0,Urban,0
53,Female,Yes,Graduate,60358,28057,60945,1,Semiurban,1
31,Male,Yes,Graduate,35378,7626,282860,1,Urban,1
53,Male,Yes,Graduate,44317,10471,464546,1,Urban,1
55,Female,Yes,Not Graduate,15850,12199,404743,1,Urban,1
34,Female,No,Graduate,81016,22894,335353,1,Rural,1
31,Female,No,Graduate,64413,4226,328490,0,Urban,0
37,Female,Yes,Graduate,96201,30469,480913,1,Semiurban,1
36,Female,Yes,Graduate,99294,11396,198475,1,Urban,1
27,Male,Yes,Graduate,82662,5210,264278,0,Rural,0
